,product_name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature,processor_name,processor_speed,no_cores,caches,graphics_card,ram_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
879,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop ,78990,66,78,4.0,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,"56Wh, 3 Cell Battery",Anti Glare,13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",20MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
880,Dell ‎G16-7630 Gaming Laptop ,178490,75,93,4.5,Windows 11,Gaming,25.65mm Thick,2.99kg,1 Year,16inches,2560x1600 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i9 13900HX ,8 x (Turbo Speed upto 5.4GHz) Performance Cores16 x (Turbo Speed upto 3.9GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
881,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop ,73990,64,83,4.3,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,"56Wh, 3 Cell Battery",Anti Glare,13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",20MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsLarge",8GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
882,Dell G15-5530 2023 Gaming Laptop ,106990,70,94,4.6,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
883,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop ,55800,45,76,4.1,Windows 11,Performance,,1.75 kg,1 Year,15.6inches,1920x1080 px,141,"50Wh, 3 Cell Battery",,Intel Integrated Iris Xe Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,8GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Backlit Keyboard
884,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop ,49990,45,62,4.3,Windows,Performance,17.9mm Slim,1.5kg,1 Year,14inches,1920x1080 px,157,"50Wh, 3 Cell Battery",Anti Glare,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 4.5GHz) Performance Cores4 x (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",,Intel Integrated UHD Graphics,16 GB LPDDR4X RAM,512 GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
885,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop ,53990,47,88,4.2,Windows 11,Performance,,1.75 kg,1 Year,15.6inches,1920x1080 px,141,"50Wh, 3 Cell Battery",,Intel Integrated Iris Xe Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Backlit Keyboard
886,Xiaomi Redmi Book 14 2023 Laptop ,43990,56,77,4.7,Windows 11,"Business, Performance",,,1 Year,14inches,2880x1800 px,243,6Wh Battery,Anti Glare,Intel Iris Xe Graphics Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Performance Cores8 x 1.8GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Iris Xe Graphics Graphics,16GB DDR5 RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
887,HP Pavilion x360 14-ek1020TU Laptop ,89990,65,64,4.5,Windows 11,"Everyday Use, Business, Performance",17mm Slim,1.41kg,1 Year,14inches,1920x1080 px,157,"43Wh, 3 Cell Battery",Touch Screen,Intel Integrated Iris Xe Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",5MP Camera
888,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop ,39800,52,73,4.7,Windows 11,"Performance, Everyday Use",,1.6 kg,1 Year,15.6inches,1920x1080 px,141,42Wh Battery,16:9 Aspect Ratio,Integrated Intel UHD Graphics Graphics,2 x (Turbo Speed upto 4.5GHz) Performance Cores4 x (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",,Integrated Intel UHD Graphics Graphics,8 GB DDR4 RAM,512 GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
889,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop ,137990,75,80,4.5,Windows 11,Gaming,24.9mm Thick,2.2kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,7th Gen AMD Ryzen 9 7940HS,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR4 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
890,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop ,109990,69,92,4.1,Windows 11,Performance,22.4mm Average,2.2kg,1 Year,15.6inches,1920x1080 px,141,"90Wh, 4 Cell Battery",16:9 Aspect Ratio,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
891,Huawei MateBook E 2023 Laptop ,88999,53,53,4.6,Windows 11,"Everyday Use, Business",7.99mm Slim,699g,,12.6inches,1600x2560 px,240,42Wh Battery,16:10 Aspect Ratio,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 4.4GHz) Performance Cores8 x (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB RAM,512GB SSD,,"WiFi, Bluetooth v5.0",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
892,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop ,64990,68,151,4.1,Windows 11,Performance,18.9mm Average,1.8kg,1 Year,16inches,1920x1200 px,142,"63Wh, 3 Cell Battery",16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
893,Acer Aspire 5 A514-56GM Gaming Laptop ,69990,62,113,4.7,Windows 11,"Everyday Use, Gaming, Business, Performance",17.8mm Slim,1.56kg,1 Year,14inches,1920x1080 px,157,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsAverage",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
894,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop ,154990,80,65,4.3,Windows 11,Gaming,24.9mm Thick,2.2kg,1 Year,15.6inches,2560x1440 px,141,"90Wh, 4 Cell Battery",16:9 Aspect Ratio,7th Gen AMD Ryzen 9 7940HS,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"8GB, NVIDIA GeForce RTX 4060  GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
895,Acer Aspire 5 A514-56GM 2023 Gaming Laptop ,54990,61,121,4.4,Windows 11,"Everyday Use, Gaming, Business, Performance",17.8mm Slim,1.56kg,1 Year,14inches,1920x1080 px,157,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
896,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop ,54900,63,106,4.6,Windows 11,Performance,17.9mm Slim,1.66kg,1 Year,15.6inches,1920x1080 px,141,57Wh Battery,Anti Glare,Intel Iris Xe Graphics Graphics,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
897,MSI Bravo 15 B5ED-034IN Gaming Laptop ,59990,66,1201,4.4,Windows 11,Performance,24.95mm Thick,2.35kg,1 Year,15.6inches,1920x1080 px,141,"53.5Wh, 3 Cell Battery",Anti Glare,"4 GB, AMD Radeon RX6500M GraphicsLargest",8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"4GB, AMD Radeon RX6500M GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
898,Asus ROG Flow X13 GV302XU-MU013WS Gaming Laptop ,132900,68,61,4.2,Windows 11,Gaming,16mm Slim,1.3kg,1 Year,13.4inches,2560x1600 px,225,"75Wh, 4 Cell Battery",16:10  Aspect Ratio,AMD Ryzen 9  7940HS,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB LPDDR5 RAM,1TB SSD,"HDMI, Thunderbolt",Bluetooth v5.3,"1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
899,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop ,142990,77,92,4.2,Windows 11,Gaming,24.8mm Thick,2.6kg,1 Year,17.3inches,1920x1080 px,127,"90Wh, 4 Cell Battery",16:9 Aspect Ratio,7th Gen AMD Ryzen 9 7940HS,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
900,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop ,109990,70,71,4.5,Windows 11,Gaming,30.4mm Thick,2.5kg,1 Year,16inches,1920x1200 px,142,4 Cell Battery,16:10 Aspect Ratio,13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",20MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
901,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop ,251041,86,94,4.5,Windows 11,Gaming,18.5mm Average,1.65kg,1 Year,14inches,2560x1600 px,216,"76Wh, 4 Cell Battery",16:10 Aspect Ratio,7th Gen AMD Ryzen 9 7940HS,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"12GB, NVIDIA GeForce RTX 4080 GraphicsLarge",32GB DDR5 RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
902,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop ,109990,75,66,4.3,Windows 11,Performance,26.8mm Thick,2.2kg,1 Year,15.6inches,1920x1200 px,145,"90Wh, 4 Cell Battery",16:10 Aspect Ratio,"8 GB, AMD Radeon  RX 7600S GraphicsLargest",8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"8GB, AMD Radeon  RX 7600S GraphicsLargest",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
903,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop ,149990,78,104,4.3,Windows 11,Performance,22.4mm Thick,2.2kg,1 Year,15.6inches,1920x1080 px,141,"90Wh, 4 Cell Battery",16:9 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR4 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
904,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop ,114990,71,116,4.2,Windows 11,Gaming,18.5mm Average,1.65kg,1 Year,14inches,2560x1600 px,216,"76Wh, 4 Cell Battery",16:10 Aspect Ratio,7th Gen AMD Ryzen 7  7735HS,8 x 3.2GHz (Turbo Speed upto 4.75GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
905,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop ,53990,63,52,4.3,Windows 11,"Performance, Everyday Use",17.9mm Slim,1.7kg,1 Year,15.6inches,1920x1080 px,141,63Wh Battery,16:9 Aspect Ratio,Intel Iris Xe Graphics Graphics,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
906,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop ,198999,74,98,4.3,Windows 11,Gaming,30.4mm Thickest,2.5kg,1 Year,16inches,2560x1600 px,189,4 Cell Battery,Anti Glare,13th Gen Intel Core i9 13980HX,8 x (Turbo Speed upto 5.6GHz) Performance Cores16 x (Turbo Speed upto 4GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
907,Asus Vivobook 15 X1502ZA-EJ532WS Laptop ,47250,60,120,4.1,Windows 11,Performance,19.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,"42Wh, 3 Cell Battery",16:09 Aspect Ratio,Intel Iris Xe Graphics,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
908,HP Victus 15-fa0092TX Gaming Laptop ,71990,61,426,4.1,Windows 11,Gaming,,,1 Year,15.6inches,1920x1080 px,137,"70Wh, 3 Cell Battery",16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
909,Acer Predator Helios 16 PH16-71 Gaming Laptop ,162000,68,107,4.5,Windows 11,Gaming,,,1 Year,16inches,2560x1600 px,141,"90Wh, 4 Cell Battery",16:10 Aspect Ratio,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB LPDDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
910,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop ,104990,70,59,4.5,Windows 11,Everyday Use,19.9mm Average,1.8kg,1 Year,15.6inches,2880x1620 px,141,"70Wh, 3 Cell Battery",16:09 Aspect Ratio,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7GHz) Performance Cores8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
911,Dell Alienware m16 Gaming Laptop ,220990,80,101,4.7,Windows 11,Gaming,25mm Thick,3.25kg,1 Year,16inches,2560x1600 px,216,"86Wh, 6 Cell Battery",16:9 Aspect Ratio,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB Cache,"8GB, NVIDIA GEFORCE RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Display Port, Thunderbolt, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
912,Dell Alienware x14 R2 2023 Gaming Laptop ,224790,77,57,4.2,Windows 11,Gaming,14.5mm Slim,1.91kg,1 Year,14inches,2560x1600 px,216,"80.5Wh, 6 Cell Battery",16:9 Aspect Ratio,13th Gen Intel Core i7 13620H,6 x (Turbo Speed upto 4.9GHz) Performance Cores4 x (Turbo Speed upto 3.6GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24MB Cache,"8GB, NVIDIA GEFORCE RTX 4060 GraphicsAverage",32GB LPDDR5 RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","1 x USB 3.0, 3 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
913,Asus Vivobook 16X 2023 K3605ZF-MB521WS Laptop ,58890,63,141,4.3,Windows 11,Gaming,20mm Thick,1.8kg,1 Year,16inches,1920x1200 px,283,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA Geforce RTX 2050 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
914,Huawei MateBook X Pro 2023 Laptop ,184990,71,103,4.3,Windows 11,Everyday Use,15.5mm Slim,1.38kg,1 Year,14.2inches,3120x2080 px,264,60Wh Battery,Anti Glare,Intel Iris Xe Graphics,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Iris Xe Graphics,16GB LPDDR5 RAM,1TB SSD,Thunderbolt,"WiFi, Bluetooth v5.2",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
915,HP 15-hr0001TU Laptop ,62590,54,141,4.2,Windows 11,Performance,,1.6 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel Integrated Integrated Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Integrated Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
916,HP 15-hr0000TU Laptop ,61990,52,142,4.2,Windows 11,Performance,,1.6 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel Integrated Integrated Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Integrated Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
917,MSI Katana 15 B12UDXK-1006IN Gaming Laptop ,72990,66,180,4.5,Windows 11,Performance,24.9mm Thick,2.25kg,2 Year,15.6inches,1920x1080 px,141,"53.5Wh, 3 Cell Battery",Anti Glare,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsLarge",8GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
918,HP 15s-fr4001TU Laptop ,50999,60,3834,4.3,Windows 11,Performance,17.9mm Slim,1.69kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel Integrated Iris Xe Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Integrated Iris Xe Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
919,HP 15-fd0013TU Laptop ,61690,52,444,4.2,Windows 11,Performance,,1.6 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel Integrated Integrated Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Integrated Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
920,HP 15s-eq1580AU Laptop ,31990,54,3933,4.2,Windows 11,Performance,17.9mm Slim,1.82kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,AMD Radeon Graphics Graphics,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
