,product_name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature,processor_name,processor_speed,no_cores,caches,graphics_card,ram_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
835,Lenovo V14 G3 IAP Laptop ,32490,50,114,4.3,Windows 11,"Everyday Use, Business",,,1 Year,14inches,1920x1080 px,157,"38Wh, 2 Cell Battery",Anti Glare,Intel Integrated UHD Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
836,Lenovo V15 G3 ‎‎82C7007SGE Laptop ,27499,55,218,4.1,Windows 11,Performance,19.9mm Average,1.74kg,1 Year,15.6inches,1920x1080 px,147,38Wh Battery,Anti Glare,AMD Radeon Graphics Graphics,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
837,HP Victus 16-d0302TX Gaming Laptop ,55999,65,97,4.3,Windows 11,Gaming,23.5mm Thick,2.46kg,1 Year,16.1inches,1920x1080 px,137,"70Wh, 4 Cell Battery",16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
838,HP 15s-ey1509AU Laptop ,27490,44,3730,4.1,Windows 11,Performance,,1.69 kg,1 Year,15.6inches,1366x768 px,101,"41Wh, 3 Cell Battery",,AMD Radeon AMD Graphics,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,"Dual Core, 2 Threads",4MB Cache,AMD Radeon AMD Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
839,Dell Inspiron 3530 Laptop ,57990,51,83,4.1,Windows 11,"Everyday Use, Business, Performance",,1.62 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
840,Dell 2023 ‎G16-7630 Gaming Laptop ,166490,78,65,4.3,Windows 11,Gaming,22.3mm Thick,2.87kg,1 Year,16inches,2560x1600 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
841,Dell ‎G16-7630 2023 Gaming Laptop ,139990,74,102,4.1,Windows 11,Gaming,22.3mm Thick,2.87kg,1 Year,16inches,2560x1600 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
842,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop ,99950,59,112,4.7,Windows 11,Everyday Use,,,1 Year,14inches,1920x1200 px,162,"54Wh, 3 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
843,HP Omen 17-cm2003TX Gaming Laptop ,156990,79,99,4.7,Windows 11,Performance,27mm Thick,2.78kg,1 Year,17.3inches,2560x1440 px,182,"83Wh, 6 Cell Battery",Anti Glare,13th Gen Intel Core i7 13700HX ,8 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Display Port, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
844,MSI Stealth 17 Studio A13VG-024IN Gaming Laptop ,210990,84,70,4.5,Windows 11,Performance,20.1mm Thick,2.8kg,2 Year,17.3inches,2560x1440 px,170,"99Wh, 4 Cell Battery",Anti Glare,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32GB DDR5 RAM,2TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
845,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop ,80490,56,106,4.4,Windows 11,Everyday Use,,,1 Year,14inches,1920x1200 px,162,"54Wh, 3 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
846,HP 14s-dr3003TU 832T7PA Laptop ,27390,44,123,4.5,Windows 11,Everyday Use,17mm Slim,1.41kg,1 Year,14inches,1366x768 px,112,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics Graphics,4 x 1.1GHz (Turbo Speed upto 3.3GHz) Cores,"Quad Core, 4 Threads",4MB Cache,Intel UHD Graphics Graphics,8GB DDR4  RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v4.2","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
847,Dell Inspiron 15 3530 Laptop ,40990,52,106,4.2,Windows 11,"Everyday Use, Business, Performance",21mm Thick,1.65kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",,Intel Integrated UHD Graphics,1 x (Turbo Speed upto 4.5GHz) Performance Cores4 x (Turbo Speed upto 3.3GHz) Efficient Cores,"5 Cores (1P + 4E), 6 Threads",10MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
848,Lenovo Legion 5 Pro 2023 Gaming Laptop ,172990,77,70,4.7,Windows 11,Gaming,,,1 Year,16inches,2560x1600 px,184,3 Cell Battery,16:10 Aspect Ratio,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"16GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
849,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop ,67890,48,171,3.9,Windows 11,Everyday Use,,,1 Year,14inches,1920x1080 px,141,"54Wh, 4 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5  RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
850,Infinix INBook X2 Slim Series XL23 Laptop ,34990,54,538,4.2,Windows 11,"Everyday Use, Performance",14.8mm Slim,1.24kg,1 Year,14inches,1920x1080 px,157,50Wh Battery,,Intel Integrated Iris Xe Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
851,Infinix INBook X2 Slim Series Laptop ,25990,53,2118,4.1,Windows 11,"Everyday Use, Performance",14.8mm Ultra Slim,1.24kg,1 Year,14inches,1920x1080 px,157,50Wh Battery,,Intel Integrated UHD Graphics Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel Integrated UHD Graphics Graphics,8GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
852,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop ,88990,53,82,4.3,Windows 11,Everyday Use,,,1 Year,14inches,1920x1080 px,141,"54Wh, 4 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5  RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
853,Asus Eeebook 15 E510MA-EJ021WS Laptop ,27990,45,506,4.1,Windows 11,Performance,18.1mm Slim,1.57kg,1 Year,15.6inches,1920x1080 px,141,"42Wh, 3 Cell Battery",16:9 Aspect Ratio,Intel UHD Integrated Graphics,2 x 1.1GHz (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",4MB Cache,Intel UHD Integrated Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v4.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
854,Dell Inspiron 3520 D560872WIN9S Laptop ,52299,57,121,4.1,Windows 11,"Everyday Use, Business, Performance",,1.65 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel UHD Graphics Graphics,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
855,Asus Vivobook 15 X515EA-EJ542WS Laptop ,44799,53,1521,4.3,Windows 11,Performance,,1.8 kg,1 Year,15.6inches,1920x1080 px,141,2 Cell Battery,16:9 Aspect Ratio,Intel Integrated Iris Xe Graphics,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Integrated Iris Xe Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v4.1","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
856,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop ,59290,53,104,4.4,Windows 11,Everyday Use,19.3mm Average,1.36kg,1 Year,14inches,1920x1080 px,141,"54Wh, 4 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,8GB LPDDR5  RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
857,Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop ,63290,50,90,4.4,Windows 11,"Everyday Use, Business, Performance",,1.9 kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",,Intel Integrated UHD Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0","Backlit Keyboard, Inbuilt Microphone"
858,MSI Creator Z17 HX Studio A13V Laptop,247999,90,84,4.5,Windows 11,Performance,19mm Average,2.49kg,3 Year,17inches,2560x1600 px,178,"90Wh, 3 Cell Battery",Anti Glare,13th Gen Intel Core i9 13900H,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
859,HP Victus 15-fb0131AX Gaming Laptop ,58800,61,675,4.1,Windows 11,Performance,,2.37 kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,"4 GB, AMD Radeon RX 5600M  GraphicsLargest",6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, AMD Radeon RX 5600M  GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
860,MSI Stealth 16 Mercedes AMG Motorsport A13V Gaming Laptop ,292990,92,94,4.2,Windows 11,Performance,19.95mm Average,1.88kg,2 Year,16inches,3840x2400 px,283,"99.9Wh, 4 Cell Battery",Anti Glare,13th Gen Intel Core i9 13900H,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
861,HP Victus 15-fb0133AX Gaming Laptop ,62687,63,113,4.3,Windows 11,Performance,,2.37 kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,"4 GB, AMD Radeon RX 5600M  GraphicsAverage",6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, AMD Radeon RX 5600M  GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
862,HP Victus 15-fa0555TX  Laptop ,67990,66,275,4.4,Windows 11,Gaming,23.5mm Thick,2.29kg,1 Year,15.6inches,1920x1080 px,141,"70Wh, 4 Cell Battery",Anti Glare,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
863,Asus Vivobook 15 X1502ZA-EJ542WS Laptop ,52990,60,212,4.0,Windows 11,Performance,19.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,"42Wh, 3 Cell Battery",16:09 Aspect Ratio,Intel Iris Xe Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Performance Cores8 x 1.8GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Iris Xe Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
864,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop ,54299,63,1561,4.2,Windows 11,"Gaming, Performance",19.9mm Average,2.1kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,Anti Glare,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
865,HP 14-ep0068TU Laptop ,35990,44,628,4.3,Windows 11,Performance,,1.4 kg,1 Year,14inches,1920x1080 px,157,"41Wh, 3 Cell Battery",Anti Glare,Intel UHD Graphics Graphics,8 x (Turbo Speed upto 3.8GHz) Cores,"Octa Core, 8 Threads",6MB Cache,Intel UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
866,MSI Katana 15 B12UDXK-1017IN Gaming Laptop ,82990,69,119,4.1,Windows 11,Performance,24.9mm Thick,2.25kg,2 Year,15.6inches,1920x1080 px,141,"53.5Wh, 3 Cell Battery",Anti Glare,12th Gen Intel Core i7 12650H,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores4 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsLarge",8GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
867,HP 15s-fq3071TU Laptop ,27490,44,346,3.8,Windows 11,Performance,17.9mm Slim,1.69kg,1 Year,15inches,1366x768 px,112,"41Wh, 3 Cell Battery",,Intel Integrated UHD Graphics Graphics,2 x 2.8GHz Cores,"Dual Core, 2 Threads",4MB Cache,Intel Integrated UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
868,Acer One 14 Business Z2-493 Laptop ,28990,50,421,3.9,Windows 11,"Everyday Use, Business, Performance",20.9mm Thick,1.5kg,1 Year,14inches,1366x768 px,112,"36Wh, 3 Cell Battery",,AMD Radeon Graphics Graphics,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v4.2","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
869,HP Victus 15-fb0136AX Gaming Laptop ,71999,62,927,4.3,Windows 11,Performance,,2.37 kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,5th Gen AMD Ryzen 5 5600H,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
870,HP Victus 15-fb0135AX Gaming Laptop ,59990,60,869,4.3,Windows 11,Performance,,2.37 kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,5th Gen AMD Ryzen 5 5600H,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
871,Asus VivoBook 14 X415EA-EK344WS Notebook ,35990,59,3258,4.3,Windows 11,"Everyday Use, Business, Performance",19.9mm Average,1.6kg,1 Year,14inches,1920x1080 px,157,2 Cell Battery,16:9 Aspect Ratio,Intel Integrated Intel UHD Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel Integrated Intel UHD Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v4.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
872,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop ,70990,61,290,4.4,Windows 11,Performance,15.9mm Slim,1.4kg,1 Year,14inches,2880x1800 px,243,"63Wh, 3 Cell Battery",16:10  Aspect Ratio,AMD Radeon AMD Graphics,8 x 2.8GHz (Turbo Speed upto 4.4GHz) Cores,"Octa Core, 16 Threads",16MB Cache,AMD Radeon AMD Graphics,16GB LPDDR4X RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
873,Acer Swift Edge 16 2023 Laptop ,107399,54,79,4.8,Windows 11,Performance,12.95mm Slim,1.23kg,1 Year,16inches,3840x2400 px,283,,16:10 Aspect Ratio,AMD Radeon AMD Graphics,,"Octa Core, 16 Threads",,AMD Radeon AMD Graphics,16 GB LPDDR5 RAM,1 TB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
874,Dell G15-5530 Gaming 2023 Laptop ,149999,71,112,4.1,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
875,HP Pavilion 15-eg3027TU Laptop ,69490,61,91,4.4,Windows 11,Performance,17.9mm Slim,1.74kg,1 Year,15.6inches,1920x1080 px,141,41Wh Battery,Anti Glare,Intel Integrated Intel Iris Xe Graphics Graphics,4 x 1.9GHz (Turbo Speed upto 4.6GHz) Performance Cores8 x 1.4GHz (Turbo Speed upto 3.4GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB Cache,Intel Integrated Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",Backlit Keyboard
876,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop ,38490,47,121,4.3,Windows 11,Performance,18.9mm Average,1.78kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics Graphics,2 x 1.2GHz (Turbo Speed upto 4.5GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel UHD Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB 3.0,Inbuilt Microphone
877,Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop ,102490,69,79,4.1,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,"56Wh, 3 Cell Battery",Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"6GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
878,Dell G15-5530 Gaming Laptop ,122638,69,109,4.6,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,,Anti Glare,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9GHz) Performance Cores8 x (Turbo Speed upto 3.6GHz) Efficient Cores,14 Cores (6P + 8E),24MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
